Flight Number,Airline Name,Source City,Destination City,Source Airport Code,Destination Airport Code,Date,Departure Time,Arrival Time,Base Fare,Layover Type,Departure Date,Departure Full Time,Departure Hour,Arrival Date,Arrival Full Time,Arrival Hour,Tax,Total Fare,Time Block
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T21:15:00,2025-08-07T23:30:00,6739.018,Non-stop,2025-08-07,21:15:00,21,2025-08-07,23:30:00,23,336.95090000000005,7075.9689,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T22:30:00,2025-08-08T00:45:00,6739.018,Non-stop,2025-08-07,22:30:00,22,2025-08-08,00:45:00,0,336.95090000000005,7075.9689,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T23:45:00,2025-08-08T02:00:00,6739.018,Non-stop,2025-08-07,23:45:00,23,2025-08-08,02:00:00,2,336.95090000000005,7075.9689,Evening
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T00:35:00,2025-08-07T02:55:00,4476.969999999999,Non-stop,2025-08-07,00:35:00,0,2025-08-07,02:55:00,2,223.84849999999997,4700.818499999999,Morning
AI-9487,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T02:15:00,2025-08-07T04:40:00,4476.969999999999,Non-stop,2025-08-07,02:15:00,2,2025-08-07,04:40:00,4,223.84849999999997,4700.818499999999,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T00:50:00,2025-08-07T03:00:00,4948.23,Non-stop,2025-08-07,00:50:00,0,2025-08-07,03:00:00,3,247.4115,5195.6415,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T04:25:00,2025-08-07T06:35:00,4948.23,Non-stop,2025-08-07,04:25:00,4,2025-08-07,06:35:00,6,247.4115,5195.6415,Morning
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T01:50:00,2025-08-07T04:10:00,4948.23,Non-stop,2025-08-07,01:50:00,1,2025-08-07,04:10:00,4,247.4115,5195.6415,Morning
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T11:40:00,2025-08-07T14:00:00,4948.23,Non-stop,2025-08-07,11:40:00,11,2025-08-07,14:00:00,14,247.4115,5195.6415,Afternoon
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T02:35:00,2025-08-07T05:00:00,4948.23,Non-stop,2025-08-07,02:35:00,2,2025-08-07,05:00:00,5,247.4115,5195.6415,Morning
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T12:30:00,2025-08-07T14:55:00,4948.23,Non-stop,2025-08-07,12:30:00,12,2025-08-07,14:55:00,14,247.4115,5195.6415,Afternoon
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T05:15:00,2025-08-07T07:35:00,4948.23,Non-stop,2025-08-07,05:15:00,5,2025-08-07,07:35:00,7,247.4115,5195.6415,Morning
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T22:55:00,2025-08-08T01:20:00,4948.23,Non-stop,2025-08-07,22:55:00,22,2025-08-08,01:20:00,1,247.4115,5195.6415,Evening
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T06:40:00,2025-08-07T08:45:00,5419.49,Non-stop,2025-08-07,06:40:00,6,2025-08-07,08:45:00,8,270.9745,5690.4645,Morning
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T08:45:00,2025-08-07T10:55:00,5419.49,Non-stop,2025-08-07,08:45:00,8,2025-08-07,10:55:00,10,270.9745,5690.4645,Morning
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T09:25:00,2025-08-07T11:40:00,5419.49,Non-stop,2025-08-07,09:25:00,9,2025-08-07,11:40:00,11,270.9745,5690.4645,Morning
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T10:00:00,2025-08-07T12:15:00,5419.49,Non-stop,2025-08-07,10:00:00,10,2025-08-07,12:15:00,12,270.9745,5690.4645,Morning
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T10:30:00,2025-08-07T12:45:00,5419.49,Non-stop,2025-08-07,10:30:00,10,2025-08-07,12:45:00,12,270.9745,5690.4645,Morning
AI-2950,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T23:30:00,2025-08-08T02:00:00,5419.49,Non-stop,2025-08-07,23:30:00,23,2025-08-08,02:00:00,2,270.9745,5690.4645,Evening
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T16:00:00,2025-08-07T18:30:00,5419.49,Non-stop,2025-08-07,16:00:00,16,2025-08-07,18:30:00,18,270.9745,5690.4645,Afternoon
AI-2695,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T16:50:00,2025-08-07T19:15:00,5655.12,Non-stop,2025-08-07,16:50:00,16,2025-08-07,19:15:00,19,282.75600000000003,5937.876,Afternoon
AI-2970,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T07:45:00,2025-08-07T09:55:00,5890.75,Non-stop,2025-08-07,07:45:00,7,2025-08-07,09:55:00,9,294.5375,6185.2875,Morning
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T17:30:00,2025-08-07T20:00:00,5890.75,Non-stop,2025-08-07,17:30:00,17,2025-08-07,20:00:00,20,294.5375,6185.2875,Evening
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T07:25:00,2025-08-07T11:15:00,5890.75,Non-stop,2025-08-07,07:25:00,7,2025-08-07,11:15:00,11,294.5375,6185.2875,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T14:40:00,2025-08-07T16:55:00,7304.53,Non-stop,2025-08-07,14:40:00,14,2025-08-07,16:55:00,16,365.2265,7669.7564999999995,Afternoon
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T19:00:00,2025-08-07T21:15:00,7540.16,Non-stop,2025-08-07,19:00:00,19,2025-08-07,21:15:00,21,377.00800000000004,7917.168,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T20:50:00,2025-08-07T23:05:00,7540.16,Non-stop,2025-08-07,20:50:00,20,2025-08-07,23:05:00,23,377.00800000000004,7917.168,Evening
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T19:30:00,2025-08-07T22:00:00,8482.68,Non-stop,2025-08-07,19:30:00,19,2025-08-07,22:00:00,22,424.134,8906.814,Evening
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-07,2025-08-07T22:55:00,2025-08-08T00:55:00,10132.09,Non-stop,2025-08-07,22:55:00,22,2025-08-08,00:55:00,0,506.60450000000003,10638.6945,Evening
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T01:15:00,2025-08-08T03:15:00,6732.726,Non-stop,2025-08-08,01:15:00,1,2025-08-08,03:15:00,3,336.6363,7069.3623,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T03:00:00,2025-08-08T05:15:00,5320.266000000001,Non-stop,2025-08-08,03:00:00,3,2025-08-08,05:15:00,5,266.0133000000001,5586.279300000002,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T05:00:00,2025-08-08T07:05:00,6732.726,Non-stop,2025-08-08,05:00:00,5,2025-08-08,07:05:00,7,336.6363,7069.3623,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T06:00:00,2025-08-08T07:55:00,6238.365,Non-stop,2025-08-08,06:00:00,6,2025-08-08,07:55:00,7,311.91825,6550.2832499999995,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T07:00:00,2025-08-08T09:10:00,6732.726,Non-stop,2025-08-08,07:00:00,7,2025-08-08,09:10:00,9,336.6363,7069.3623,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T08:05:00,2025-08-08T10:15:00,6732.726,Non-stop,2025-08-08,08:05:00,8,2025-08-08,10:15:00,10,336.6363,7069.3623,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T10:00:00,2025-08-08T12:20:00,6732.726,Non-stop,2025-08-08,10:00:00,10,2025-08-08,12:20:00,12,336.6363,7069.3623,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T11:15:00,2025-08-08T13:30:00,6732.726,Non-stop,2025-08-08,11:15:00,11,2025-08-08,13:30:00,13,336.6363,7069.3623,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T12:30:00,2025-08-08T14:40:00,7297.71,Non-stop,2025-08-08,12:30:00,12,2025-08-08,14:40:00,14,364.88550000000004,7662.5955,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T13:35:00,2025-08-08T15:45:00,7886.235,Non-stop,2025-08-08,13:35:00,13,2025-08-08,15:45:00,15,394.31175,8280.54675,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T15:00:00,2025-08-08T17:15:00,6732.726,Non-stop,2025-08-08,15:00:00,15,2025-08-08,17:15:00,17,336.6363,7069.3623,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T16:00:00,2025-08-08T18:15:00,7886.235,Non-stop,2025-08-08,16:00:00,16,2025-08-08,18:15:00,18,394.31175,8280.54675,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T17:00:00,2025-08-08T19:15:00,11864.664,Non-stop,2025-08-08,17:00:00,17,2025-08-08,19:15:00,19,593.2332,12457.897200000001,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T18:00:00,2025-08-08T20:15:00,10052.007,Non-stop,2025-08-08,18:00:00,18,2025-08-08,20:15:00,20,502.60035,10554.60735,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T19:00:00,2025-08-08T21:15:00,11864.664,Non-stop,2025-08-08,19:00:00,19,2025-08-08,21:15:00,21,593.2332,12457.897200000001,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T20:00:00,2025-08-08T22:15:00,14006.895,Non-stop,2025-08-08,20:00:00,20,2025-08-08,22:15:00,22,700.3447500000001,14707.23975,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T21:15:00,2025-08-08T23:30:00,15254.568,Non-stop,2025-08-08,21:15:00,21,2025-08-08,23:30:00,23,762.7284,16017.2964,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T22:30:00,2025-08-09T00:45:00,11864.664,Non-stop,2025-08-08,22:30:00,22,2025-08-09,00:45:00,0,593.2332,12457.897200000001,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T23:45:00,2025-08-09T02:00:00,7886.235,Non-stop,2025-08-08,23:45:00,23,2025-08-09,02:00:00,2,394.31175,8280.54675,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T00:35:00,2025-08-08T02:55:00,5413.25295,Non-stop,2025-08-08,00:35:00,0,2025-08-08,02:55:00,2,270.6626475,5683.9155975,Morning
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T00:35:00,2025-08-08T02:55:00,4472.79,Non-stop,2025-08-08,00:35:00,0,2025-08-08,02:55:00,2,223.6395,4696.4295,Morning
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T06:40:00,2025-08-08T08:45:00,5414.43,Non-stop,2025-08-08,06:40:00,6,2025-08-08,08:45:00,8,270.72150000000005,5685.1515,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T00:50:00,2025-08-08T03:00:00,5414.43,Non-stop,2025-08-08,00:50:00,0,2025-08-08,03:00:00,3,270.72150000000005,5685.1515,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T04:25:00,2025-08-08T06:35:00,5414.43,Non-stop,2025-08-08,04:25:00,4,2025-08-08,06:35:00,6,270.72150000000005,5685.1515,Morning
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T01:50:00,2025-08-08T04:10:00,5414.43,Non-stop,2025-08-08,01:50:00,1,2025-08-08,04:10:00,4,270.72150000000005,5685.1515,Morning
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T02:35:00,2025-08-08T05:00:00,5414.43,Non-stop,2025-08-08,02:35:00,2,2025-08-08,05:00:00,5,270.72150000000005,5685.1515,Morning
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T05:15:00,2025-08-08T07:35:00,5414.43,Non-stop,2025-08-08,05:15:00,5,2025-08-08,07:35:00,7,270.72150000000005,5685.1515,Morning
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T09:25:00,2025-08-08T11:40:00,5649.84,Non-stop,2025-08-08,09:25:00,9,2025-08-08,11:40:00,11,282.492,5932.332,Morning
AI-2970,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T07:45:00,2025-08-08T09:55:00,5885.25,Non-stop,2025-08-08,07:45:00,7,2025-08-08,09:55:00,9,294.2625,6179.5125,Morning
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T08:45:00,2025-08-08T10:55:00,5885.25,Non-stop,2025-08-08,08:45:00,8,2025-08-08,10:55:00,10,294.2625,6179.5125,Morning
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T10:00:00,2025-08-08T12:15:00,6120.66,Non-stop,2025-08-08,10:00:00,10,2025-08-08,12:15:00,12,306.033,6426.693,Morning
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T10:30:00,2025-08-08T12:45:00,6356.07,Non-stop,2025-08-08,10:30:00,10,2025-08-08,12:45:00,12,317.8035,6673.8735,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T14:40:00,2025-08-08T16:55:00,6356.07,Non-stop,2025-08-08,14:40:00,14,2025-08-08,16:55:00,16,317.8035,6673.8735,Afternoon
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T12:30:00,2025-08-08T14:55:00,6356.07,Non-stop,2025-08-08,12:30:00,12,2025-08-08,14:55:00,14,317.8035,6673.8735,Afternoon
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T16:00:00,2025-08-08T18:30:00,6826.89,Non-stop,2025-08-08,16:00:00,16,2025-08-08,18:30:00,18,341.34450000000004,7168.2345000000005,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T15:10:00,2025-08-08T17:25:00,7297.71,Non-stop,2025-08-08,15:10:00,15,2025-08-08,17:25:00,17,364.88550000000004,7662.5955,Afternoon
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T11:40:00,2025-08-08T14:00:00,7297.71,Non-stop,2025-08-08,11:40:00,11,2025-08-08,14:00:00,14,364.88550000000004,7662.5955,Afternoon
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T17:30:00,2025-08-08T20:00:00,8710.17,Non-stop,2025-08-08,17:30:00,17,2025-08-08,20:00:00,20,435.5085,9145.6785,Evening
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T07:25:00,2025-08-08T11:15:00,9887.22,Non-stop,2025-08-08,07:25:00,7,2025-08-08,11:15:00,11,494.361,10381.581,Morning
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T18:00:00,2025-08-08T20:25:00,10122.63,Non-stop,2025-08-08,18:00:00,18,2025-08-08,20:25:00,20,506.13149999999996,10628.761499999999,Evening
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T22:55:00,2025-08-09T01:20:00,10122.63,Non-stop,2025-08-08,22:55:00,22,2025-08-09,01:20:00,1,506.13149999999996,10628.761499999999,Evening
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T19:30:00,2025-08-08T22:00:00,11299.68,Non-stop,2025-08-08,19:30:00,19,2025-08-08,22:00:00,22,564.984,11864.664,Evening
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T19:00:00,2025-08-08T21:15:00,11770.5,Non-stop,2025-08-08,19:00:00,19,2025-08-08,21:15:00,21,588.525,12359.025,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T20:50:00,2025-08-08T23:05:00,16243.29,Non-stop,2025-08-08,20:50:00,20,2025-08-08,23:05:00,23,812.1645000000001,17055.4545,Evening
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-08,2025-08-08T22:55:00,2025-08-09T00:55:00,14595.42,Non-stop,2025-08-08,22:55:00,22,2025-08-09,00:55:00,0,729.7710000000001,15325.191,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T00:35:00,2025-08-09T02:55:00,6089.585880000001,Non-stop,2025-08-09,00:35:00,0,2025-08-09,02:55:00,2,304.4792940000001,6394.065174000001,Morning
IX-2146,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T02:15:00,2025-08-09T04:40:00,6544.398,Non-stop,2025-08-09,02:15:00,2,2025-08-09,04:40:00,4,327.21990000000005,6871.6179,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T01:15:00,2025-08-09T03:15:00,6732.726,Non-stop,2025-08-09,01:15:00,1,2025-08-09,03:15:00,3,336.6363,7069.3623,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T03:00:00,2025-08-09T05:15:00,6732.726,Non-stop,2025-08-09,03:00:00,3,2025-08-09,05:15:00,5,336.6363,7069.3623,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T05:00:00,2025-08-09T07:05:00,6732.726,Non-stop,2025-08-09,05:00:00,5,2025-08-09,07:05:00,7,336.6363,7069.3623,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T06:00:00,2025-08-09T07:55:00,6732.726,Non-stop,2025-08-09,06:00:00,6,2025-08-09,07:55:00,7,336.6363,7069.3623,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T07:00:00,2025-08-09T09:10:00,6732.726,Non-stop,2025-08-09,07:00:00,7,2025-08-09,09:10:00,9,336.6363,7069.3623,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T08:05:00,2025-08-09T10:15:00,6732.726,Non-stop,2025-08-09,08:05:00,8,2025-08-09,10:15:00,10,336.6363,7069.3623,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T10:00:00,2025-08-09T12:20:00,6732.726,Non-stop,2025-08-09,10:00:00,10,2025-08-09,12:20:00,12,336.6363,7069.3623,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T11:15:00,2025-08-09T13:30:00,6732.726,Non-stop,2025-08-09,11:15:00,11,2025-08-09,13:30:00,13,336.6363,7069.3623,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T12:30:00,2025-08-09T14:40:00,6732.726,Non-stop,2025-08-09,12:30:00,12,2025-08-09,14:40:00,14,336.6363,7069.3623,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T13:35:00,2025-08-09T15:45:00,6732.726,Non-stop,2025-08-09,13:35:00,13,2025-08-09,15:45:00,15,336.6363,7069.3623,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T15:00:00,2025-08-09T17:15:00,6732.726,Non-stop,2025-08-09,15:00:00,15,2025-08-09,17:15:00,17,336.6363,7069.3623,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T16:00:00,2025-08-09T18:15:00,5767.545,Non-stop,2025-08-09,16:00:00,16,2025-08-09,18:15:00,18,288.37725,6055.92225,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T17:00:00,2025-08-09T19:15:00,6732.726,Non-stop,2025-08-09,17:00:00,17,2025-08-09,19:15:00,19,336.6363,7069.3623,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T18:00:00,2025-08-09T20:15:00,5320.266000000001,Non-stop,2025-08-09,18:00:00,18,2025-08-09,20:15:00,20,266.0133000000001,5586.279300000002,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T19:00:00,2025-08-09T21:15:00,5320.266000000001,Non-stop,2025-08-09,19:00:00,19,2025-08-09,21:15:00,21,266.0133000000001,5586.279300000002,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T20:00:00,2025-08-09T22:15:00,5320.266000000001,Non-stop,2025-08-09,20:00:00,20,2025-08-09,22:15:00,22,266.0133000000001,5586.279300000002,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T21:15:00,2025-08-09T23:30:00,5320.266000000001,Non-stop,2025-08-09,21:15:00,21,2025-08-09,23:30:00,23,266.0133000000001,5586.279300000002,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T22:30:00,2025-08-10T00:45:00,5320.266000000001,Non-stop,2025-08-09,22:30:00,22,2025-08-10,00:45:00,0,266.0133000000001,5586.279300000002,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T23:45:00,2025-08-10T02:00:00,5320.266000000001,Non-stop,2025-08-09,23:45:00,23,2025-08-10,02:00:00,2,266.0133000000001,5586.279300000002,Evening
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T00:35:00,2025-08-09T02:55:00,4708.2,Non-stop,2025-08-09,00:35:00,0,2025-08-09,02:55:00,2,235.41,4943.61,Morning
AI-9487,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T02:15:00,2025-08-09T04:40:00,4708.2,Non-stop,2025-08-09,02:15:00,2,2025-08-09,04:40:00,4,235.41,4943.61,Morning
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T19:00:00,2025-08-09T21:15:00,4943.61,Non-stop,2025-08-09,19:00:00,19,2025-08-09,21:15:00,21,247.1805,5190.7905,Evening
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T22:55:00,2025-08-10T01:10:00,4943.61,Non-stop,2025-08-09,22:55:00,22,2025-08-10,01:10:00,1,247.1805,5190.7905,Evening
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T18:00:00,2025-08-09T20:25:00,4943.61,Non-stop,2025-08-09,18:00:00,18,2025-08-09,20:25:00,20,247.1805,5190.7905,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T17:30:00,2025-08-09T20:00:00,4943.61,Non-stop,2025-08-09,17:30:00,17,2025-08-09,20:00:00,20,247.1805,5190.7905,Evening
AI-2996,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T18:30:00,2025-08-09T21:00:00,4943.61,Non-stop,2025-08-09,18:30:00,18,2025-08-09,21:00:00,21,247.1805,5190.7905,Evening
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T19:25:00,2025-08-09T21:45:00,4943.61,Non-stop,2025-08-09,19:25:00,19,2025-08-09,21:45:00,21,247.1805,5190.7905,Evening
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T16:00:00,2025-08-09T18:30:00,4943.61,Non-stop,2025-08-09,16:00:00,16,2025-08-09,18:30:00,18,247.1805,5190.7905,Afternoon
AI-2950,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T23:30:00,2025-08-10T02:00:00,4943.61,Non-stop,2025-08-09,23:30:00,23,2025-08-10,02:00:00,2,247.1805,5190.7905,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T20:50:00,2025-08-09T23:05:00,5179.02,Non-stop,2025-08-09,20:50:00,20,2025-08-09,23:05:00,23,258.951,5437.9710000000005,Evening
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T12:30:00,2025-08-09T14:55:00,5179.02,Non-stop,2025-08-09,12:30:00,12,2025-08-09,14:55:00,14,258.951,5437.9710000000005,Afternoon
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T14:40:00,2025-08-09T16:55:00,5414.43,Non-stop,2025-08-09,14:40:00,14,2025-08-09,16:55:00,16,270.72150000000005,5685.1515,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T15:10:00,2025-08-09T17:25:00,5414.43,Non-stop,2025-08-09,15:10:00,15,2025-08-09,17:25:00,17,270.72150000000005,5685.1515,Afternoon
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T10:00:00,2025-08-09T12:15:00,5649.84,Non-stop,2025-08-09,10:00:00,10,2025-08-09,12:15:00,12,282.492,5932.332,Morning
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T10:30:00,2025-08-09T12:45:00,5649.84,Non-stop,2025-08-09,10:30:00,10,2025-08-09,12:45:00,12,282.492,5932.332,Morning
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T06:40:00,2025-08-09T08:45:00,5885.25,Non-stop,2025-08-09,06:40:00,6,2025-08-09,08:45:00,8,294.2625,6179.5125,Morning
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T08:45:00,2025-08-09T10:55:00,5885.25,Non-stop,2025-08-09,08:45:00,8,2025-08-09,10:55:00,10,294.2625,6179.5125,Morning
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-09,2025-08-09T09:25:00,2025-08-09T11:40:00,5885.25,Non-stop,2025-08-09,09:25:00,9,2025-08-09,11:40:00,11,294.2625,6179.5125,Morning
